id,sentence,label
1392,corpus h is a subset of corpus i .,1
1393,"the syntactic component of a grammar in the principles and parameters ( henceforth p & p ) framework , is simply a collection of parameter values ne value per parameter .",0
1394,") in isolation ( before being specialized to the situation of joint venture capitalization , another cost ) , equal denotes a completely unsaturated relation : k collection ( partition ( measurablestuff ) ) .",0
1395,"if the subject is a single entity e , the value of the subject for an objective o is vo ( e ) , and it is positive when it is greater than 0 . 5 , the midpoint of [ 0 ,1 ] ( negative otherwise ) .",0
1396,"for all the experiment conditions , the noun instances that were excluded from the tag set and were in the test set were sense tagged using the default baseline of 67.6 % , in order to report the results at 100 % coverage for the test set , the results of which are presented in table 2 below .",0
1397,"the preferences of an agent are expressed as functions which map states , represented as sets of attribute-value pairs , to real numbers ; an overall utility function , which consists of the weighted sum of the individual functions , expresses the utility of reaching the state depicted by a certain configuration of attributes , according to the results of the multi-attribute utility theory ( haddawy and hanks , 1998 ) .",1
1398,( 2 ) high ambiguous words tend to be high frequent .,0
1399,"there is a downside to this : sometimes the correct tag is featured in the ambitag , but the algorithm breaks free from the ambitag nevertheless .",0
1400,"novice users may have a specific information topic , but due to little or no training in search and retrieval , they don ' t know how to make best use of the available operators and tools .",0
1401,"we measure accuracy using the m-estimate ( cestnik , 1990 ) , a smoothed measure of accuracy on the training data which in the case of a two-class problem is defined as : accuracy ( h ) s + m. p+ = ( 1 ) n , -irrt where s is the n-tuber of positive examples covered by the hypothesis h , n is the total number of examples covered , p+ is the prior probability of the class ( 9 , and m is a smoothing parameter .",1
1402,"when a feature f is given , the conditional entropy for ne classes h ( cif ) is defined by p ( ~ , f ) logs p ( cll ) h ( c ] f ) cec fef .",1
1403,"the bayesian times reporting mr body took mr green ' s girlfriend implies mr green and mr body possibly were enemies , which implies mr green possibly had a motive to murder mr body .",0
1404,"if a noun is the object of a verb , then the subcat feature value of the verb can be used to disambiguate its word sense ( e.g. , take generally has the subcat of obj+time ) .",0
1405,"document maps topic-document relevance shown by document proxy placement and color gradation : in a document map , the horizontal placement of each dot represents the degree of relevance of the corresponding document to the topic .",0
